lane_id	source_center	destination_center	route_type	segment_count	trip_count	delayed_segment_count	sla_breach_count	delay_frequency_pct	sla_breach_rate_pct	avg_delay_minutes	avg_delay_ratio	delay_frequency_rank
IND431136AAC -> IND431203AAA | Carting	IND431136AAC	IND431203AAA	Carting	112	15	111	32	99.11	28.57	8.88	2.49	206
IND211002AAB -> IND209304AAA | FTL	IND211002AAB	IND209304AAA	FTL	144	16	111	33	77.08	22.92	11.48	1.83	207
IND160002AAC -> IND151001AAA | FTL	IND160002AAC	IND151001AAA	FTL	113	15	111	20	98.23	17.70	14.96	1.81	208
IND121004AAB -> IND110037AAM | Carting	IND121004AAB	IND110037AAM	Carting	110	37	109	76	99.09	69.09	14.48	2.84	209
IND501359AAE -> IND506002AAA | FTL	IND501359AAE	IND506002AAA	FTL	110	16	109	19	99.09	17.27	14.6	1.84	210
IND845305AAA -> IND842001AAA | FTL	IND845305AAA	IND842001AAA	FTL	113	20	108	87	95.58	76.99	69.58	3.62	211
IND501359AAE -> IND712311AAA | FTL	IND501359AAE	IND712311AAA	FTL	110	2	108	31	98.18	28.18	18.53	1.95	212
IND400072AAB -> IND400015AAA | Carting	IND400072AAB	IND400015AAA	Carting	107	60	107	92	100.00	85.98	24.51	3.64	213
IND585307AAB -> IND585104AAA | Carting	IND585307AAB	IND585104AAA	Carting	107	17	107	62	100.00	57.94	42.55	4.72	214
IND832109AAB -> IND834002AAB | FTL	IND832109AAB	IND834002AAB	FTL	106	22	106	84	100.00	79.25	31.53	2.62	215
IND441912AAA -> IND441107AAB | Carting	IND441912AAA	IND441107AAB	Carting	107	11	106	64	99.07	59.81	14.42	2.83	216
IND400011AAA -> IND400072AAD | Carting	IND400011AAA	IND400072AAD	Carting	107	53	105	90	98.13	84.11	16.31	2.95	217
IND421302AAG -> IND395023AAA | FTL	IND421302AAG	IND395023AAA	FTL	106	11	105	52	99.06	49.06	27.96	2.44	218
IND000000ACB -> IND125001AAA | FTL	IND000000ACB	IND125001AAA	FTL	105	15	105	35	100.00	33.33	19.45	1.99	219
IND382430AAB -> IND389001AAA | FTL	IND382430AAB	IND389001AAA	FTL	105	21	105	18	100.00	17.14	14.05	1.73	220
IND562132AAA -> IND573201AAB | FTL	IND562132AAA	IND573201AAB	FTL	112	16	105	12	93.75	10.71	10.92	1.58	221
IND847226AAA -> IND842001AAA | FTL	IND847226AAA	IND842001AAA	FTL	104	21	104	58	100.00	55.77	133.31	10.33	222
IND421302AAG -> IND413002AAA | FTL	IND421302AAG	IND413002AAA	FTL	113	7	104	28	92.04	24.78	19.3	1.97	223
IND501359AAE -> IND562132AAA | FTL	IND501359AAE	IND562132AAA	FTL	110	5	104	12	94.55	10.91	11.87	1.59	224
IND160102AAC -> IND160002AAC | Carting	IND160102AAC	IND160002AAC	Carting	111	28	102	36	91.89	32.43	8.84	2.18	225
IND411033AAA -> IND411014AAA | Carting	IND411033AAA	IND411014AAA	Carting	111	43	101	57	90.99	51.35	22.56	3.88	226
IND305001AAC -> IND306401AAB | FTL	IND305001AAC	IND306401AAB	FTL	102	15	101	37	99.02	36.27	20.29	2.08	227
IND131028AAB -> IND136118AAA | FTL	IND131028AAB	IND136118AAA	FTL	102	17	101	33	99.02	32.35	17.58	2.21	228
IND131028AAB -> IND244001AAA | FTL	IND131028AAB	IND244001AAA	FTL	152	19	101	31	66.45	20.39	24.61	2.76	229
IND421302AAG -> IND400072AAJ | Carting	IND421302AAG	IND400072AAJ	Carting	102	38	99	62	97.06	60.78	17.04	3.49	230
IND562132AAA -> IND583101AAA | FTL	IND562132AAA	IND583101AAA	FTL	100	10	99	6	99.00	6.00	13.06	1.55	231
IND203390AAA -> IND201301AAF | FTL	IND203390AAA	IND201301AAF	FTL	98	20	98	42	100.00	42.86	36.89	2.95	232
IND422011AAD -> IND421302AAG | FTL	IND422011AAD	IND421302AAG	FTL	105	21	98	37	93.33	35.24	39.04	3.31	233
IND362001AAA -> IND360575AAA | Carting	IND362001AAA	IND360575AAA	Carting	112	11	98	16	87.50	14.29	4.47	1.63	234
IND606201AAC -> IND605601AAA | Carting	IND606201AAC	IND605601AAA	Carting	140	15	97	41	69.29	29.29	6.59	1.76	235
IND603301AAA -> IND600044AAD | Carting	IND603301AAA	IND600044AAD	Carting	112	14	97	30	86.61	26.79	9.93	2.15	236
IND160002AAC -> IND000000ACA | FTL	IND160002AAC	IND000000ACA	FTL	118	28	97	30	82.20	25.42	11.5	1.67	237
IND560099AAB -> IND560058AAB | Carting	IND560099AAB	IND560058AAB	Carting	138	38	97	22	70.29	15.94	7.62	1.7	238
IND411036AAA -> IND411033AAA | Carting	IND411036AAA	IND411033AAA	Carting	98	33	96	47	97.96	47.96	15.41	2.39	239
IND403702AAA -> IND575004AAB | FTL	IND403702AAA	IND575004AAB	FTL	96	8	96	35	100.00	36.46	23.09	2.16	240
IND518002AAA -> IND501359AAE | FTL	IND518002AAA	IND501359AAE	FTL	96	12	96	27	100.00	28.13	15.49	1.95	241
IND160002AAC -> IND131028AAB | FTL	IND160002AAC	IND131028AAB	FTL	96	12	96	20	100.00	20.83	14.21	1.88	242
IND642001AAA -> IND641062AAD | Carting	IND642001AAA	IND641062AAD	Carting	102	17	96	14	94.12	13.73	5.27	1.59	243
IND600056AAB -> IND524003AAA | FTL	IND600056AAB	IND524003AAA	FTL	97	14	96	7	98.97	7.22	13.13	1.59	244
IND421302AAG -> IND000000AFT | Carting	IND421302AAG	IND000000AFT	Carting	98	54	95	61	96.94	62.24	31.65	3.42	245
IND421302AAG -> IND400102AAB | Carting	IND421302AAG	IND400102AAB	Carting	96	33	95	53	98.96	55.21	17.24	2.79	246
IND382430AAB -> IND380005AAA | Carting	IND382430AAB	IND380005AAA	Carting	104	36	95	32	91.35	30.77	10.15	2.5	247
IND573201AAB -> IND575004AAB | FTL	IND573201AAB	IND575004AAB	FTL	94	14	94	62	100.00	65.96	37.15	2.74	248
IND424006AAA -> IND421302AAG | FTL	IND424006AAA	IND421302AAG	FTL	96	8	94	43	97.92	44.79	20.33	2.42	249
IND723202AAA -> IND713205AAB | FTL	IND723202AAA	IND713205AAB	FTL	97	14	94	43	96.91	44.33	25.72	2.37	250
IND000000ACK -> IND501359AAF | Carting	IND000000ACK	IND501359AAF	Carting	94	32	93	66	98.94	70.21	15.89	2.93	251
IND462022AAA -> IND842003AAB | FTL	IND462022AAA	IND842003AAB	FTL	96	8	93	34	96.88	35.42	23.43	2.15	252
IND608301AAA -> IND639104AAB | FTL	IND608301AAA	IND639104AAB	FTL	96	16	93	28	96.88	29.17	15.56	1.84	253
IND303303AAA -> IND322230AAA | Carting	IND303303AAA	IND322230AAA	Carting	121	16	93	14	76.86	11.57	4.04	1.56	254
IND562132AAA -> IND515004AAA | FTL	IND562132AAA	IND515004AAA	FTL	108	12	93	6	86.11	5.56	8.46	1.36	255
IND360530AAB -> IND362001AAA | Carting	IND360530AAB	IND362001AAA	Carting	98	15	92	31	93.88	31.63	11.74	2.14	256
IND560083AAB -> IND562132AAA | Carting	IND560083AAB	IND562132AAA	Carting	110	31	92	29	83.64	26.36	13.65	1.87	257
IND209304AAA -> IND282001AAA | FTL	IND209304AAA	IND282001AAA	FTL	99	9	91	43	91.92	43.43	19.83	2.06	258
IND273014AAB -> IND277303AAC | FTL	IND273014AAB	IND277303AAC	FTL	90	18	90	48	100.00	53.33	20.4	2.1	259
IND160002AAC -> IND144001AAB | FTL	IND160002AAC	IND144001AAB	FTL	90	13	90	43	100.00	47.78	21.17	2.37	260
IND342902A1B -> IND302014AAA | FTL	IND342902A1B	IND302014AAA	FTL	90	9	90	41	100.00	45.56	22.6	2.6	261
IND131028AAB -> IND247667AAB | FTL	IND131028AAB	IND247667AAB	FTL	90	15	90	27	100.00	30.00	19.99	1.87	262
IND581110AAE -> IND581119AAB | Carting	IND581110AAE	IND581119AAB	Carting	93	16	90	22	96.77	23.66	6.06	1.97	263
IND515134AAA -> IND515201AAA | Carting	IND515134AAA	IND515201AAA	Carting	90	15	90	9	100.00	10.00	6.83	1.76	264
IND712310AAE -> IND711303AAA | Carting	IND712310AAE	IND711303AAA	Carting	90	18	89	32	98.89	35.56	11.9	2.69	265
IND332001AAB -> IND334001AAB | FTL	IND332001AAB	IND334001AAB	FTL	90	10	89	14	98.89	15.56	11.31	1.77	266
IND781018AAB -> IND788026AAC | FTL	IND781018AAB	IND788026AAC	FTL	89	12	88	75	98.88	84.27	62.27	2.8	267
IND786181AAC -> IND786001AAB | Carting	IND786181AAC	IND786001AAB	Carting	105	14	88	50	83.81	47.62	13.75	2.4	268
IND842001AAA -> IND847212AAA | FTL	IND842001AAA	IND847212AAA	FTL	88	22	88	30	100.00	34.09	23.42	2.47	269
IND160002AAC -> IND110037AAM | FTL	IND160002AAC	IND110037AAM	FTL	90	9	88	26	97.78	28.89	15.17	1.91	270
IND533106AAA -> IND530012AAA | FTL	IND533106AAA	IND530012AAA	FTL	88	11	88	11	100.00	12.50	11.27	1.7	271
IND431112AAB -> IND431136AAC | Carting	IND431112AAB	IND431136AAC	Carting	87	11	87	60	100.00	68.97	14.57	2.9	272
IND580028AAA -> IND403726AAA | FTL	IND580028AAA	IND403726AAA	FTL	87	13	87	57	100.00	65.52	31.21	2.76	273
IND600016AAB -> IND600044AAC | Carting	IND600016AAB	IND600044AAC	Carting	90	22	87	41	96.67	45.56	10.76	2.31	274
IND283203AAA -> IND110037AAM | FTL	IND283203AAA	IND110037AAM	FTL	104	12	87	38	83.65	36.54	19.98	1.8	275
IND000000ACT -> IND000000ACB | FTL	IND000000ACT	IND000000ACB	FTL	113	57	87	9	76.99	7.96	10.32	1.37	276
IND000000AEL -> IND000000ACB | Carting	IND000000AEL	IND000000ACB	Carting	102	17	86	30	84.31	29.41	16.14	3.01	277
IND712311AAA -> IND700026AAC | Carting	IND712311AAA	IND700026AAC	Carting	85	29	85	51	100.00	60.00	22.8	2.92	278
IND561202AAB -> IND515134AAA | Carting	IND561202AAB	IND515134AAA	Carting	92	14	85	33	92.39	35.87	8.5	2.35	279
IND248001AAA -> IND131028AAB | FTL	IND248001AAA	IND131028AAB	FTL	99	12	85	27	85.86	27.27	25.54	1.9	280
IND577201AAA -> IND562132AAA | FTL	IND577201AAA	IND562132AAA	FTL	100	10	85	26	85.00	26.00	15.51	1.77	281
IND248001AAD -> IND131028AAB | Carting	IND248001AAD	IND131028AAB	Carting	95	5	85	22	89.47	23.16	12.54	2.15	282
IND852139AAB -> IND854326AAB | FTL	IND852139AAB	IND854326AAB	FTL	84	21	84	69	100.00	82.14	39.74	3.15	283
IND444602AAA -> IND444005AAB | FTL	IND444602AAA	IND444005AAB	FTL	84	21	84	47	100.00	55.95	21.7	2.19	284
IND641062AAD -> IND643231AAA | Carting	IND641062AAD	IND643231AAA	Carting	85	15	84	38	98.82	44.71	16.39	2.5	285
IND742102AAB -> IND713130AAA | Carting	IND742102AAB	IND713130AAA	Carting	84	13	84	32	100.00	38.10	14.69	3.4	286
IND792130AAB -> IND786001AAB | Carting	IND792130AAB	IND786001AAB	Carting	83	10	83	54	100.00	65.06	20.3	3.33	287
IND713130AAA -> IND741123AAB | Carting	IND713130AAA	IND741123AAB	Carting	83	17	83	47	100.00	56.63	15.72	2.51	288
IND713205AAB -> IND712311AAA | FTL	IND713205AAB	IND712311AAA	FTL	83	12	83	42	100.00	50.60	90.1	6.64	289
IND273304AAA -> IND273014AAB | Carting	IND273304AAA	IND273014AAB	Carting	97	14	83	49	85.57	50.52	27.66	2.54	290
IND302014AAA -> IND305001AAC | FTL	IND302014AAA	IND305001AAC	FTL	84	14	82	43	97.62	51.19	24.35	2.22	291
IND751002AAB -> IND760003AAB | FTL	IND751002AAB	IND760003AAB	FTL	94	12	82	45	87.23	47.87	19.94	2.62	292
IND411033AAA -> IND411036AAA | Carting	IND411033AAA	IND411036AAA	Carting	95	32	82	31	86.32	32.63	13.91	2.78	293
IND826004AAA -> IND209304AAA | FTL	IND826004AAA	IND209304AAA	FTL	96	3	82	24	85.42	25.00	12.59	1.71	294
IND600032AAB -> IND600076AAB | Carting	IND600032AAB	IND600076AAB	Carting	84	42	81	50	96.43	59.52	10.01	2.4	295
IND400015AAB -> IND421302AAG | Carting	IND400015AAB	IND421302AAG	Carting	81	23	81	48	100.00	59.26	23.67	3.13	296
IND600044AAE -> IND600056AAB | Carting	IND600044AAE	IND600056AAB	Carting	87	29	81	34	93.10	39.08	12.4	2.12	297
IND209304AAA -> IND110037AAM | FTL	IND209304AAA	IND110037AAM	FTL	91	6	81	29	89.01	31.87	31.22	2.02	298
IND411033AAA -> IND580028AAA | FTL	IND411033AAA	IND580028AAA	FTL	95	5	81	17	85.26	17.89	12.67	1.69	299
IND851127AAA -> IND842001AAA | FTL	IND851127AAA	IND842001AAA	FTL	80	16	80	63	100.00	78.75	60.52	4.19	300
IND852111AAA -> IND854326AAB | FTL	IND852111AAA	IND854326AAB	FTL	82	17	80	62	97.56	75.61	47.41	3.41	301
IND461111AAA -> IND460001AAA | FTL	IND461111AAA	IND460001AAA	FTL	80	20	80	26	100.00	32.50	13.35	1.93	302
IND382430AAB -> IND380054AAA | Carting	IND382430AAB	IND380054AAA	Carting	79	40	79	30	100.00	37.97	14.16	2.59	303
IND600056AAB -> IND600044AAE | Carting	IND600056AAB	IND600044AAE	Carting	103	34	79	21	76.70	20.39	7.07	1.69	304
IND637211AAA -> IND636402AAA | Carting	IND637211AAA	IND636402AAA	Carting	91	16	79	17	86.81	18.68	4.54	1.74	305
IND560099AAB -> IND560043AAC | Carting	IND560099AAB	IND560043AAC	Carting	108	37	79	19	73.15	17.59	8.13	1.54	306
IND211002AAB -> IND485001AAC | FTL	IND211002AAB	IND485001AAC	FTL	78	13	78	68	100.00	87.18	33.33	2.57	307
IND421302AAG -> IND400072AAA | Carting	IND421302AAG	IND400072AAA	Carting	79	29	78	47	98.73	59.49	14.62	2.87	308
IND721212AAA -> IND712310AAE | Carting	IND721212AAA	IND712310AAE	Carting	79	10	78	36	98.73	45.57	13.52	2.39	309
IND131021AAA -> IND131028AAA | Carting	IND131021AAA	IND131028AAA	Carting	96	58	78	20	81.25	20.83	3.86	2.06	310
IND400102AAC -> IND421302AAG | Carting	IND400102AAC	IND421302AAG	Carting	79	28	77	58	97.47	73.42	37.66	4.92	311
IND362265AAA -> IND362720AAA | Carting	IND362265AAA	IND362720AAA	Carting	78	16	77	47	98.72	60.26	10.5	3.01	312
IND416602AAC -> IND411033AAA | FTL	IND416602AAC	IND411033AAA	FTL	82	7	77	33	93.90	40.24	35.1	2.27	313
IND396321AAA -> IND396580AAB | Carting	IND396321AAA	IND396580AAB	Carting	77	17	77	17	100.00	22.08	6.16	2.09	314
IND382430AAB -> IND364004AAB | FTL	IND382430AAB	IND364004AAB	FTL	77	11	77	12	100.00	15.58	11.49	1.64	315
IND577522AAA -> IND562132AAA | FTL	IND577522AAA	IND562132AAA	FTL	80	10	77	11	96.25	13.75	8.6	2.28	316
IND600056AAB -> IND605010AAB | FTL	IND600056AAB	IND605010AAB	FTL	77	13	77	6	100.00	7.79	12.13	1.53	317
IND712103AAA -> IND712310AAE | Carting	IND712103AAA	IND712310AAE	Carting	76	23	76	50	100.00	65.79	22.55	3.36	318
IND143001AAA -> IND144001AAB | FTL	IND143001AAA	IND144001AAB	FTL	76	19	76	39	100.00	51.32	20.34	2.31	319
IND209304AAA -> IND209801AAA | Carting	IND209304AAA	IND209801AAA	Carting	89	20	76	38	85.39	42.70	17.06	3.28	320
IND209304AAA -> IND221313AAA | FTL	IND209304AAA	IND221313AAA	FTL	84	6	76	28	90.48	33.33	16.31	1.91	321
IND506167AAB -> IND501359AAE | FTL	IND506167AAB	IND501359AAE	FTL	76	16	76	23	100.00	30.26	23.51	2.77	322
IND160002AAC -> IND562132AAA | FTL	IND160002AAC	IND562132AAA	FTL	81	1	76	18	93.83	22.22	23.77	2.49	323
IND577002AAA -> IND581115AAC | Carting	IND577002AAA	IND581115AAC	Carting	76	19	75	34	98.68	44.74	10.42	2.48	324
IND140118AAA -> IND160002AAC | FTL	IND140118AAA	IND160002AAC	FTL	85	17	75	25	88.24	29.41	12.85	1.94	325
IND131028AAB -> IND244235AAA | FTL	IND131028AAB	IND244235AAA	FTL	126	21	75	28	59.52	22.22	13.98	1.85	326
IND630561AAA -> IND623407AAA | Carting	IND630561AAA	IND623407AAA	Carting	75	15	75	12	100.00	16.00	5.47	1.94	327
IND503111AAC -> IND501359AAE | FTL	IND503111AAC	IND501359AAE	FTL	78	13	74	19	94.87	24.36	19.24	1.85	328
IND581115AAC -> IND581110AAE | Carting	IND581115AAC	IND581110AAE	Carting	74	20	74	16	100.00	21.62	5.77	2.18	329
IND501359AAE -> IND501141AAA | Carting	IND501359AAE	IND501141AAA	Carting	80	8	74	12	92.50	15.00	5.34	1.57	330
IND560058AAB -> IND560060AAB | Carting	IND560058AAB	IND560060AAB	Carting	86	44	74	11	86.05	12.79	4.2	1.82	331
IND401104AAA -> IND401208AAA | Carting	IND401104AAA	IND401208AAA	Carting	73	37	73	57	100.00	78.08	14.84	2.79	332
IND712311AAA -> IND700088AAA | Carting	IND712311AAA	IND700088AAA	Carting	76	30	73	56	96.05	73.68	43.63	4.7	333
IND413002AAA -> IND413304AAA | Carting	IND413002AAA	IND413304AAA	Carting	73	10	73	23	100.00	31.51	8.05	2.16	334
IND160002AAC -> IND160102AAC | Carting	IND160002AAC	IND160102AAC	Carting	96	25	73	25	76.04	26.04	7.57	1.79	335
IND562132AAA -> IND560099AAB | FTL	IND562132AAA	IND560099AAB	FTL	76	38	73	4	96.05	5.26	13.64	1.51	336
IND742303AAB -> IND741165AAB | Carting	IND742303AAB	IND741165AAB	Carting	72	18	72	69	100.00	95.83	19.42	3.28	337
IND507303AAA -> IND507002AAA | FTL	IND507303AAA	IND507002AAA	FTL	72	18	72	60	100.00	83.33	25.29	2.97	338
IND794101AAA -> IND781018AAB | FTL	IND794101AAA	IND781018AAB	FTL	72	9	72	48	100.00	66.67	27.29	2.54	339
IND712311AAA -> IND713205AAB | FTL	IND712311AAA	IND713205AAB	FTL	72	12	72	30	100.00	41.67	21.07	2.25	340
IND460001AAA -> IND480334AAA | FTL	IND460001AAA	IND480334AAA	FTL	84	21	72	32	85.71	38.10	16.13	1.92	341
IND562132AAA -> IND560058AAD | Carting	IND562132AAA	IND560058AAD	Carting	90	57	72	28	80.00	31.11	18.76	4.32	342
IND572101AAA -> IND561203AAB | Carting	IND572101AAA	IND561203AAB	Carting	72	12	72	19	100.00	26.39	6.79	2.22	343
IND583227AAA -> IND583231AAA | Carting	IND583227AAA	IND583231AAA	Carting	75	15	72	19	96.00	25.33	5.81	1.95	344
IND160002AAC -> IND174307AAA | FTL	IND160002AAC	IND174307AAA	FTL	98	14	72	13	73.47	13.27	9.57	1.92	345
IND321022AAA -> IND121004AAB | Carting	IND321022AAA	IND121004AAB	Carting	75	9	71	34	94.67	45.33	19.81	3.06	346
IND691551AAA -> IND691001AAB | Carting	IND691551AAA	IND691001AAB	Carting	74	20	71	33	95.95	44.59	29.78	2.55	347
IND580028AAA -> IND591123AAC | FTL	IND580028AAA	IND591123AAC	FTL	73	18	71	19	97.26	26.03	37.27	2.66	348
IND125001AAA -> IND110037AAM | FTL	IND125001AAA	IND110037AAM	FTL	77	11	71	20	92.21	25.97	47.95	3.59	349
IND560300AAB -> IND563101AAB | Carting	IND560300AAB	IND563101AAB	Carting	74	14	71	17	95.95	22.97	9.26	1.74	350
IND515801AAA -> IND515865AAB | FTL	IND515801AAA	IND515865AAB	FTL	72	18	71	8	98.61	11.11	12.49	1.58	351
IND000000ADV -> IND600044AAC | Carting	IND000000ADV	IND600044AAC	Carting	72	18	71	4	98.61	5.56	6.94	1.57	352
IND585222AAA -> IND585307AAB | Carting	IND585222AAA	IND585307AAB	Carting	72	18	71	4	98.61	5.56	5.1	1.59	353
IND834002AAB -> IND832109AAB | FTL	IND834002AAB	IND832109AAB	FTL	70	14	70	53	100.00	75.71	22.99	2.4	354
IND786001AAB -> IND786171AAA | Carting	IND786001AAB	IND786171AAA	Carting	81	13	70	40	86.42	49.38	14.35	2.47	355
IND600056AAB -> IND600116AAB | Carting	IND600056AAB	IND600116AAB	Carting	71	22	70	34	98.59	47.89	18.39	5.32	356
IND000000ACB -> IND282002AAD | FTL	IND000000ACB	IND282002AAD	FTL	72	9	70	21	97.22	29.17	16.9	1.95	357
IND502220AAC -> IND501359AAE | FTL	IND502220AAC	IND501359AAE	FTL	110	22	70	25	63.64	22.73	12.31	1.39	358
IND586128AAA -> IND586211AAA | Carting	IND586128AAA	IND586211AAA	Carting	71	15	70	6	98.59	8.45	6.48	1.71	359
IND516101AAA -> IND516115AAA | Carting	IND516101AAA	IND516115AAA	Carting	69	18	69	50	100.00	72.46	10.57	3.46	360
IND756100AAC -> IND758034AAA | FTL	IND756100AAC	IND758034AAA	FTL	76	13	69	41	90.79	53.95	43.96	2.87	361
IND402107AAA -> IND402109AAA | Carting	IND402107AAA	IND402109AAA	Carting	69	18	69	37	100.00	53.62	10.46	2.68	362
IND144001AAB -> IND000000ACA | FTL	IND144001AAB	IND000000ACA	FTL	69	23	69	36	100.00	52.17	23.96	2.39	363
IND110037AAM -> IND110035AAC | Carting	IND110037AAM	IND110035AAC	Carting	72	36	69	31	95.83	43.06	19.93	2.74	364
IND431203AAA -> IND431112AAB | Carting	IND431203AAA	IND431112AAB	Carting	70	10	69	22	98.57	31.43	6.96	2.08	365
IND508001AAA -> IND501359AAE | FTL	IND508001AAA	IND501359AAE	FTL	70	14	69	17	98.57	24.29	13.94	1.83	366
IND638501AAB -> IND641062AAD | Carting	IND638501AAB	IND641062AAD	Carting	87	14	69	14	79.31	16.09	5.64	1.54	367
IND785690AAB -> IND785682AAA | Carting	IND785690AAB	IND785682AAA	Carting	68	16	68	59	100.00	86.76	27.41	3.72	368
IND271210AAA -> IND271001AAA | Carting	IND271210AAA	IND271001AAA	Carting	69	12	68	47	98.55	68.12	21.01	3.24	369
IND560064AAD -> IND560043AAC | Carting	IND560064AAD	IND560043AAC	Carting	80	41	68	39	85.00	48.75	11.19	2.39	370
IND000000AFT -> IND410209AAA | Carting	IND000000AFT	IND410209AAA	Carting	78	40	68	33	87.18	42.31	9.9	2.29	371
IND533401AAA -> IND533106AAA | FTL	IND533401AAA	IND533106AAA	FTL	68	17	68	25	100.00	36.76	21.18	2.28	372
IND585104AAA -> IND585211AAA | Carting	IND585104AAA	IND585211AAA	Carting	68	17	68	25	100.00	36.76	8.82	1.96	373
IND501359AAE -> IND500050AAA | Carting	IND501359AAE	IND500050AAA	Carting	70	18	68	17	97.14	24.29	7.41	3.53	374
IND400015AAA -> IND400072AAB | Carting	IND400015AAA	IND400072AAB	Carting	67	36	67	57	100.00	85.07	23.24	3.34	375
IND410206AAB -> IND000000AFT | Carting	IND410206AAB	IND000000AFT	Carting	68	36	67	50	98.53	73.53	15.93	2.82	376
IND562132AAA -> IND560002AAA | Carting	IND562132AAA	IND560002AAA	Carting	75	25	67	46	89.33	61.33	13.95	2.67	377
IND501359AAE -> IND500080AAB | Carting	IND501359AAE	IND500080AAB	Carting	70	24	67	13	95.71	18.57	9.87	2.03	378
IND842001AAA -> IND846004AAA | FTL	IND842001AAA	IND846004AAA	FTL	66	22	66	37	100.00	56.06	22.56	2.47	379
IND518102AAA -> IND518002AAA | FTL	IND518102AAA	IND518002AAA	FTL	77	14	66	33	85.71	42.86	25.65	2.45	380
IND382430AAB -> IND382345AAA | Carting	IND382430AAB	IND382345AAA	Carting	66	34	66	26	100.00	39.39	15.52	3.13	381
IND563131AAA -> IND563125AAB | Carting	IND563131AAA	IND563125AAB	Carting	70	14	66	13	94.29	18.57	6.84	1.89	382
IND508223AAA -> IND500039AAC | FTL	IND508223AAA	IND500039AAC	FTL	67	14	66	12	98.51	17.91	14.25	1.89	383
IND560099AAB -> IND560060AAB | Carting	IND560099AAB	IND560060AAB	Carting	93	31	66	8	70.97	8.60	4.87	1.31	384
IND212402AAA -> IND211002AAB | Carting	IND212402AAA	IND211002AAB	Carting	65	13	65	56	100.00	86.15	201.98	24.65	385
IND382430AAB -> IND380015AAB | Carting	IND382430AAB	IND380015AAB	Carting	66	35	65	37	98.48	56.06	13.15	3.09	386
IND712311AAA -> IND721306AAA | FTL	IND712311AAA	IND721306AAA	FTL	68	14	65	25	95.59	36.76	21.51	2.05	387
IND580028AAA -> IND590016AAA | FTL	IND580028AAA	IND590016AAA	FTL	65	13	65	22	100.00	33.85	40.55	7	388
IND110037AAM -> IND781018AAB | FTL	IND110037AAM	IND781018AAB	FTL	68	1	65	21	95.59	30.88	26.15	2.21	389
IND562132AAC -> IND000000ACB | FTL	IND562132AAC	IND000000ACB	FTL	78	1	65	17	83.33	21.79	13.6	1.63	390
IND577002AAA -> IND580028AAA | FTL	IND577002AAA	IND580028AAA	FTL	66	11	65	5	98.48	7.58	11.2	1.7	391
IND741156AAA -> IND742102AAB | Carting	IND741156AAA	IND742102AAB	Carting	64	13	64	45	100.00	70.31	15.25	4.46	392
IND600008AAC -> IND600056AAB | Carting	IND600008AAC	IND600056AAB	Carting	64	15	64	42	100.00	65.63	15.56	2.95	393
IND524101AAB -> IND517501AAB | FTL	IND524101AAB	IND517501AAB	FTL	64	16	64	28	100.00	43.75	21.14	2.09	394
IND500050AAA -> IND501359AAE | Carting	IND500050AAA	IND501359AAE	Carting	68	21	64	29	94.12	42.65	28.29	3.41	395
IND362720AAA -> IND362560AAA | Carting	IND362720AAA	IND362560AAA	Carting	66	17	64	27	96.97	40.91	7.55	2.12	396
IND160002AAC -> IND174001AAA | FTL	IND160002AAC	IND174001AAA	FTL	76	16	64	27	84.21	35.53	33.78	1.9	397
IND385535AAA -> IND384205AAA | FTL	IND385535AAA	IND384205AAA	FTL	66	17	64	23	96.97	34.85	20.67	2.09	398
IND313001AAB -> IND312001AAA | FTL	IND313001AAB	IND312001AAA	FTL	65	13	64	21	98.46	32.31	16.37	2.05	399
IND614809AAA -> IND610001AAA | Carting	IND614809AAA	IND610001AAA	Carting	77	17	64	19	83.12	24.68	7.92	2.21	400
IND125001AAA -> IND000000ACB | FTL	IND125001AAA	IND000000ACB	FTL	70	10	64	15	91.43	21.43	18.11	1.91	401
IND562132AAA -> IND560078AAC | Carting	IND562132AAA	IND560078AAC	Carting	75	25	64	16	85.33	21.33	10.09	1.95	402
IND580028AAA -> IND562132AAA | FTL	IND580028AAA	IND562132AAA	FTL	64	4	64	11	100.00	17.19	13.38	1.79	403
IND501359AAE -> IND509001AAA | FTL	IND501359AAE	IND509001AAA	FTL	67	17	64	8	95.52	11.94	8.9	1.85	404
IND262802AAA -> IND262723AAB | FTL	IND262802AAA	IND262723AAB	FTL	63	21	63	46	100.00	73.02	37.14	2.74	405
IND712311AAA -> IND742101AAC | FTL	IND712311AAA	IND742101AAC	FTL	64	8	63	45	98.44	70.31	34.27	2.6	406
IND380021AAA -> IND382430AAB | Carting	IND380021AAA	IND382430AAB	Carting	63	32	63	42	100.00	66.67	23.68	4.61	407
IND600008AAA -> IND600044AAC | Carting	IND600008AAA	IND600044AAC	Carting	65	14	63	36	96.92	55.38	10.18	2.68	408
IND412105AAC -> IND411017AAA | Carting	IND412105AAC	IND411017AAA	Carting	65	33	63	34	96.92	52.31	11.46	2.37	409
IND756032AAA -> IND712311AAA | FTL	IND756032AAA	IND712311AAA	FTL	63	9	63	27	100.00	42.86	36.62	3.04	410
IND244001AAA -> IND263153AAB | FTL	IND244001AAA	IND263153AAB	FTL	64	16	63	23	98.44	35.94	21.47	2.05	411
IND562132AAA -> IND560048AAB | Carting	IND562132AAA	IND560048AAB	Carting	72	18	63	25	87.50	34.72	9.29	1.95	412
